,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
205,205,205,202202240CHI,24.8,5.5,2nd quarter,8:59.0,Lou Williams,ATL,False,2-pointer,2,27-33,'CHI',trails
206,206,206,202202240CHI,14.5,27.7,2nd quarter,8:37.0,Bogdan Bogdanović,ATL,False,3-pointer,26,27-34,'CHI',trails
207,207,207,202202240CHI,25.0,14.9,2nd quarter,8:11.0,Bogdan Bogdanović,ATL,False,2-pointer,12,27-36,'CHI',trails
208,208,208,202202240CHI,7.6,24.7,2nd quarter,7:53.0,Kevin Huerter,ATL,False,3-pointer,27,27-36,'CHI',trails
209,209,209,202202240CHI,12.4,27.0,2nd quarter,7:23.0,Danilo Gallinari,ATL,True,3-pointer,26,30-38,'CHI',trails
210,210,210,202202240CHI,39.3,24.7,2nd quarter,6:52.0,Kevin Huerter,ATL,False,3-pointer,26,30-38,'CHI',trails
211,211,211,202202240CHI,22.8,3.8,2nd quarter,6:44.0,Kevin Huerter,ATL,True,2-pointer,1,32-38,'CHI',trails
212,212,212,202202240CHI,25.0,15.1,2nd quarter,6:07.0,Bogdan Bogdanović,ATL,False,2-pointer,12,32-38,'CHI',trails
213,213,213,202202240CHI,19.2,15.3,2nd quarter,5:55.0,Bogdan Bogdanović,ATL,False,2-pointer,13,32-38,'CHI',trails
214,214,214,202202240CHI,24.0,3.3,2nd quarter,5:49.0,Clint Capela,ATL,False,2-pointer,0,32-38,'CHI',trails
215,215,215,202202240CHI,24.0,3.3,2nd quarter,5:47.0,Clint Capela,ATL,False,2-pointer,0,32-38,'CHI',trails
216,216,216,202202240CHI,24.0,3.3,2nd quarter,5:44.0,Clint Capela,ATL,True,2-pointer,0,34-38,'CHI',trails
217,217,217,202202240CHI,39.8,10.8,2nd quarter,5:12.0,Trae Young,ATL,False,2-pointer,17,34-40,'CHI',trails
218,218,218,202202240CHI,1.5,1.5,2nd quarter,4:52.0,Bogdan Bogdanović,ATL,True,3-pointer,23,37-42,'CHI',trails
219,219,219,202202240CHI,23.8,29.8,2nd quarter,4:25.0,Kevin Huerter,ATL,False,3-pointer,27,37-44,'CHI',trails
220,220,220,202202240CHI,24.7,2.9,2nd quarter,3:45.0,Bogdan Bogdanović,ATL,True,2-pointer,1,39-44,'CHI',trails
221,221,221,202202240CHI,22.7,29.3,2nd quarter,3:31.0,Trae Young,ATL,False,3-pointer,26,39-44,'CHI',trails
222,222,222,202202240CHI,24.5,4.8,2nd quarter,3:25.0,Clint Capela,ATL,True,2-pointer,2,41-44,'CHI',trails
223,223,223,202202240CHI,24.0,3.9,2nd quarter,2:31.0,Clint Capela,ATL,True,2-pointer,1,43-48,'CHI',trails
224,224,224,202202240CHI,36.3,7.5,2nd quarter,1:54.0,Danilo Gallinari,ATL,True,2-pointer,13,45-48,'CHI',trails
225,225,225,202202240CHI,24.2,3.8,2nd quarter,0:39.0,Clint Capela,ATL,True,2-pointer,1,50-52,'CHI',trails
226,226,226,202202240CHI,47.7,4.3,2nd quarter,0:11.0,Bogdan Bogdanović,ATL,False,3-pointer,24,50-52,'CHI',trails
227,227,227,202202240CHI,24.1,3.6,3rd quarter,11:14.0,Clint Capela,ATL,True,2-pointer,0,53-55,'CHI',trails
228,228,228,202202240CHI,26.4,3.9,3rd quarter,10:38.0,Trae Young,ATL,False,2-pointer,3,53-58,'CHI',trails
229,229,229,202202240CHI,23.6,28.3,3rd quarter,9:59.0,Danilo Gallinari,ATL,True,3-pointer,25,57-61,'CHI',trails
230,230,230,202202240CHI,40.3,22.0,3rd quarter,9:27.0,Bogdan Bogdanović,ATL,False,3-pointer,25,57-61,'CHI',trails
231,231,231,202202240CHI,27.8,9.5,3rd quarter,9:07.0,Trae Young,ATL,True,2-pointer,7,59-61,'CHI',trails
232,232,232,202202240CHI,25.5,8.3,3rd quarter,8:49.0,Trae Young,ATL,False,2-pointer,5,59-61,'CHI',trails
233,233,233,202202240CHI,36.6,26.5,3rd quarter,8:21.0,Danilo Gallinari,ATL,False,3-pointer,26,59-61,'CHI',trails
234,234,234,202202240CHI,22.2,18.4,3rd quarter,7:58.0,Trae Young,ATL,True,2-pointer,15,61-63,'CHI',trails
235,235,235,202202240CHI,34.4,4.2,3rd quarter,7:24.0,Danilo Gallinari,ATL,False,2-pointer,10,61-63,'CHI',trails
236,236,236,202202240CHI,47.0,7.9,3rd quarter,6:59.0,Bogdan Bogdanović,ATL,True,3-pointer,23,64-65,'CHI',trails
237,237,237,202202240CHI,23.6,4.2,3rd quarter,6:37.0,Kevin Huerter,ATL,False,2-pointer,1,64-65,'CHI',trails
238,238,238,202202240CHI,25.7,29.3,3rd quarter,6:30.0,Kevin Huerter,ATL,True,3-pointer,26,67-65,'CHI',leads
239,239,239,202202240CHI,35.8,25.8,3rd quarter,5:52.0,Trae Young,ATL,False,3-pointer,25,67-68,'CHI',trails
240,240,240,202202240CHI,34.8,6.7,3rd quarter,5:27.0,Kevin Huerter,ATL,True,2-pointer,11,69-71,'CHI',trails
241,241,241,202202240CHI,7.2,22.7,3rd quarter,4:57.0,Bogdan Bogdanović,ATL,False,3-pointer,26,69-71,'CHI',trails
242,242,242,202202240CHI,41.8,22.1,3rd quarter,4:17.0,Danilo Gallinari,ATL,False,3-pointer,26,69-71,'CHI',trails
243,243,243,202202240CHI,5.9,19.6,3rd quarter,3:57.0,Bogdan Bogdanović,ATL,True,3-pointer,24,72-71,'CHI',leads
244,244,244,202202240CHI,24.0,2.7,3rd quarter,3:23.0,Danilo Gallinari,ATL,True,2-pointer,1,74-73,'CHI',leads
245,245,245,202202240CHI,20.0,14.6,3rd quarter,2:18.0,Kevin Huerter,ATL,False,2-pointer,12,74-77,'CHI',trails
246,246,246,202202240CHI,20.7,14.3,3rd quarter,2:14.0,Kevin Huerter,ATL,True,2-pointer,11,76-77,'CHI',trails
247,247,247,202202240CHI,13.1,20.8,3rd quarter,0:59.0,Lou Williams,ATL,False,2-pointer,21,77-81,'CHI',trails
248,248,248,202202240CHI,7.5,21.1,3rd quarter,0:01.0,Bogdan Bogdanović,ATL,True,3-pointer,24,82-82,'CHI',tied
249,249,249,202202240CHI,24.1,3.4,4th quarter,11:29.0,Kevin Knox,ATL,True,2-pointer,0,84-84,'CHI',tied
250,250,250,202202240CHI,27.7,6.0,4th quarter,11:08.0,Bogdan Bogdanović,ATL,True,2-pointer,5,86-84,'CHI',leads
251,251,251,202202240CHI,25.4,3.4,4th quarter,10:36.0,Delon Wright,ATL,True,2-pointer,1,88-86,'CHI',leads
252,252,252,202202240CHI,23.3,4.4,4th quarter,10:01.0,Bogdan Bogdanović,ATL,False,2-pointer,1,88-88,'CHI',tied
253,253,253,202202240CHI,24.0,3.3,4th quarter,9:58.0,Bogdan Bogdanović,ATL,True,2-pointer,0,90-88,'CHI',leads
254,254,254,202202240CHI,22.3,3.8,4th quarter,9:12.0,Bogdan Bogdanović,ATL,False,2-pointer,2,90-91,'CHI',trails
255,255,255,202202240CHI,23.8,3.6,4th quarter,8:48.0,Danilo Gallinari,ATL,True,2-pointer,0,92-93,'CHI',trails
256,256,256,202202240CHI,23.7,5.0,4th quarter,8:14.0,Lou Williams,ATL,False,2-pointer,2,92-96,'CHI',trails
257,257,257,202202240CHI,25.4,18.5,4th quarter,7:59.0,Danilo Gallinari,ATL,True,2-pointer,15,94-96,'CHI',trails
258,258,258,202202240CHI,1.7,13.6,4th quarter,7:08.0,Kevin Huerter,ATL,False,3-pointer,25,94-96,'CHI',trails
259,259,259,202202240CHI,25.6,15.5,4th quarter,6:42.0,Bogdan Bogdanović,ATL,False,2-pointer,12,94-98,'CHI',trails
260,260,260,202202240CHI,15.0,29.8,4th quarter,6:12.0,Trae Young,ATL,False,3-pointer,28,94-100,'CHI',trails
261,261,261,202202240CHI,26.1,4.2,4th quarter,5:26.0,Danilo Gallinari,ATL,True,2-pointer,2,96-102,'CHI',trails
262,262,262,202202240CHI,9.6,25.1,4th quarter,4:51.0,Bogdan Bogdanović,ATL,True,3-pointer,26,99-104,'CHI',trails
263,263,263,202202240CHI,27.7,6.4,4th quarter,4:02.0,Trae Young,ATL,False,2-pointer,5,99-104,'CHI',trails
264,264,264,202202240CHI,34.2,21.5,4th quarter,3:56.0,Danilo Gallinari,ATL,True,2-pointer,21,101-104,'CHI',trails
265,265,265,202202240CHI,30.6,13.3,4th quarter,2:45.0,Danilo Gallinari,ATL,True,2-pointer,12,105-104,'CHI',leads
266,266,266,202202240CHI,24.7,3.8,4th quarter,2:17.0,Trae Young,ATL,False,2-pointer,1,105-105,'CHI',tied
267,267,267,202202240CHI,24.0,3.3,4th quarter,2:15.0,Clint Capela,ATL,True,2-pointer,0,107-105,'CHI',leads
268,268,268,202202240CHI,35.3,28.0,4th quarter,1:10.0,Trae Young,ATL,False,3-pointer,27,108-105,'CHI',leads
269,269,269,202202240CHI,39.2,24.4,4th quarter,0:58.0,Bogdan Bogdanović,ATL,False,3-pointer,26,108-105,'CHI',leads
270,270,270,202202240CHI,25.3,4.9,4th quarter,0:26.0,Trae Young,ATL,False,2-pointer,2,108-107,'CHI',leads
271,271,271,202202240CHI,4.7,20.5,4th quarter,0:04.0,Bogdan Bogdanović,ATL,False,3-pointer,26,108-110,'CHI',trails
272,272,272,202202240CHI,11.2,20.1,4th quarter,0:00.0,Danilo Gallinari,ATL,False,2-pointer,21,108-112,'CHI',trails
273,273,273,202202240CHI,24.4,25.7,1st quarter,11:41.0,Zach LaVine,CHI,False,2-pointer,22,0-0,'CHI',tied
274,274,274,202202240CHI,25.1,3.4,1st quarter,11:12.0,DeMar DeRozan,CHI,True,2-pointer,1,2-0,'CHI',leads
275,275,275,202202240CHI,24.2,3.3,1st quarter,11:01.0,Ayo Dosunmu,CHI,True,2-pointer,0,4-0,'CHI',leads
276,276,276,202202240CHI,31.9,4.2,1st quarter,10:16.0,DeMar DeRozan,CHI,True,2-pointer,8,6-0,'CHI',leads
277,277,277,202202240CHI,24.9,22.4,1st quarter,9:54.0,DeMar DeRozan,CHI,False,2-pointer,19,6-0,'CHI',leads
278,278,278,202202240CHI,25.1,13.8,1st quarter,9:50.0,DeMar DeRozan,CHI,True,2-pointer,11,8-0,'CHI',leads
279,279,279,202202240CHI,25.1,3.9,1st quarter,9:17.0,Zach LaVine,CHI,True,2-pointer,1,10-0,'CHI',leads
280,280,280,202202240CHI,29.6,29.3,1st quarter,8:20.0,Javonte Green,CHI,False,3-pointer,27,11-2,'CHI',leads
281,281,281,202202240CHI,39.5,23.4,1st quarter,7:52.0,Nikola Vučević,CHI,False,3-pointer,25,11-4,'CHI',leads
282,282,282,202202240CHI,46.7,5.5,1st quarter,7:07.0,DeMar DeRozan,CHI,True,3-pointer,23,14-6,'CHI',leads
283,283,283,202202240CHI,23.3,3.3,1st quarter,6:49.0,DeMar DeRozan,CHI,True,2-pointer,1,16-6,'CHI',leads
284,284,284,202202240CHI,2.0,3.6,1st quarter,6:25.0,Javonte Green,CHI,False,3-pointer,22,16-6,'CHI',leads
285,285,285,202202240CHI,1.0,1.3,1st quarter,6:06.0,DeMar DeRozan,CHI,False,3-pointer,23,16-6,'CHI',leads
286,286,286,202202240CHI,46.8,8.3,1st quarter,5:24.0,Zach LaVine,CHI,False,3-pointer,23,16-6,'CHI',leads
287,287,287,202202240CHI,21.7,28.3,1st quarter,4:57.0,Coby White,CHI,False,3-pointer,25,16-6,'CHI',leads
288,288,288,202202240CHI,1.2,2.9,1st quarter,4:15.0,Coby White,CHI,False,3-pointer,23,16-8,'CHI',leads
289,289,289,202202240CHI,24.8,2.8,1st quarter,3:55.0,Zach LaVine,CHI,True,2-pointer,1,18-8,'CHI',leads
290,290,290,202202240CHI,40.0,22.8,1st quarter,3:25.0,Zach LaVine,CHI,False,3-pointer,25,18-8,'CHI',leads
291,291,291,202202240CHI,22.8,3.9,1st quarter,2:29.0,DeMar DeRozan,CHI,False,2-pointer,1,18-12,'CHI',leads
292,292,292,202202240CHI,24.9,18.6,1st quarter,2:11.0,DeMar DeRozan,CHI,True,2-pointer,15,20-15,'CHI',leads
293,293,293,202202240CHI,34.6,6.8,1st quarter,1:43.0,Troy Brown,CHI,False,2-pointer,11,20-17,'CHI',leads
294,294,294,202202240CHI,30.3,6.3,1st quarter,1:09.0,Coby White,CHI,False,2-pointer,7,20-19,'CHI',leads
295,295,295,202202240CHI,25.1,3.7,1st quarter,0:47.0,Tristan Thompson,CHI,True,2-pointer,1,22-19,'CHI',leads
296,296,296,202202240CHI,24.7,5.8,1st quarter,0:05.0,DeMar DeRozan,CHI,True,2-pointer,3,24-19,'CHI',leads
297,297,297,202202240CHI,29.8,6.3,2nd quarter,11:44.0,Coby White,CHI,True,2-pointer,7,26-19,'CHI',leads
298,298,298,202202240CHI,23.8,14.1,2nd quarter,10:45.0,DeMar DeRozan,CHI,True,2-pointer,11,30-23,'CHI',leads
299,299,299,202202240CHI,13.1,16.7,2nd quarter,9:50.0,Coby White,CHI,False,2-pointer,17,30-25,'CHI',leads
300,300,300,202202240CHI,38.7,24.4,2nd quarter,9:16.0,Troy Brown,CHI,True,3-pointer,26,33-27,'CHI',leads
301,301,301,202202240CHI,24.2,4.8,2nd quarter,8:28.0,Tristan Thompson,CHI,True,2-pointer,2,36-27,'CHI',leads
302,302,302,202202240CHI,23.8,3.6,2nd quarter,7:43.0,Troy Brown,CHI,True,2-pointer,0,38-27,'CHI',leads
303,303,303,202202240CHI,11.1,6.3,2nd quarter,6:19.0,Nikola Vučević,CHI,False,2-pointer,13,38-32,'CHI',leads
304,304,304,202202240CHI,28.3,14.6,2nd quarter,5:27.0,DeMar DeRozan,CHI,True,2-pointer,12,40-34,'CHI',leads
305,305,305,202202240CHI,24.2,28.9,2nd quarter,4:41.0,Zach LaVine,CHI,False,3-pointer,26,42-37,'CHI',leads
306,306,306,202202240CHI,13.5,18.8,2nd quarter,4:09.0,Nikola Vučević,CHI,False,2-pointer,19,44-37,'CHI',leads
307,307,307,202202240CHI,30.8,27.8,2nd quarter,3:37.0,Nikola Vučević,CHI,False,3-pointer,25,44-39,'CHI',leads
308,308,308,202202240CHI,37.3,13.3,2nd quarter,3:04.0,Zach LaVine,CHI,True,2-pointer,17,46-41,'CHI',leads
309,309,309,202202240CHI,11.7,24.7,2nd quarter,2:15.0,Ayo Dosunmu,CHI,False,3-pointer,25,48-43,'CHI',leads
310,310,310,202202240CHI,33.5,8.3,2nd quarter,1:41.0,Nikola Vučević,CHI,True,2-pointer,11,50-45,'CHI',leads
311,311,311,202202240CHI,30.3,6.2,2nd quarter,1:17.0,Nikola Vučević,CHI,False,2-pointer,7,50-46,'CHI',leads
312,312,312,202202240CHI,24.3,3.2,2nd quarter,1:12.0,Nikola Vučević,CHI,True,2-pointer,0,52-46,'CHI',leads
313,313,313,202202240CHI,37.1,20.3,2nd quarter,0:34.0,DeMar DeRozan,CHI,False,2-pointer,22,52-50,'CHI',leads
314,314,314,202202240CHI,7.4,22.9,2nd quarter,0:00.0,Derrick Jones,CHI,False,3-pointer,26,52-50,'CHI',leads
315,315,315,202202240CHI,14.7,27.2,3rd quarter,11:28.0,Zach LaVine,CHI,True,3-pointer,26,55-51,'CHI',leads
316,316,316,202202240CHI,23.7,29.3,3rd quarter,10:55.0,Zach LaVine,CHI,True,3-pointer,26,58-53,'CHI',leads
317,317,317,202202240CHI,24.2,27.7,3rd quarter,10:25.0,DeMar DeRozan,CHI,True,3-pointer,24,61-53,'CHI',leads
318,318,318,202202240CHI,2.0,4.6,3rd quarter,9:33.0,Zach LaVine,CHI,False,3-pointer,22,61-57,'CHI',leads
319,319,319,202202240CHI,25.4,8.7,3rd quarter,9:17.0,Nikola Vučević,CHI,False,2-pointer,6,61-57,'CHI',leads
320,320,320,202202240CHI,23.9,6.9,3rd quarter,8:56.0,Nikola Vučević,CHI,False,2-pointer,4,61-59,'CHI',leads
321,321,321,202202240CHI,20.2,5.2,3rd quarter,8:27.0,Nikola Vučević,CHI,False,2-pointer,4,61-59,'CHI',leads
322,322,322,202202240CHI,18.0,6.0,3rd quarter,8:11.0,Nikola Vučević,CHI,True,2-pointer,7,63-59,'CHI',leads
323,323,323,202202240CHI,13.4,19.3,3rd quarter,7:46.0,Nikola Vučević,CHI,False,2-pointer,19,63-61,'CHI',leads
324,324,324,202202240CHI,23.9,3.9,3rd quarter,7:20.0,Javonte Green,CHI,True,2-pointer,1,65-61,'CHI',leads
325,325,325,202202240CHI,14.1,13.9,3rd quarter,6:40.0,DeMar DeRozan,CHI,False,2-pointer,15,65-64,'CHI',leads
326,326,326,202202240CHI,0.2,4.7,3rd quarter,6:05.0,Ayo Dosunmu,CHI,True,3-pointer,24,68-67,'CHI',leads
327,327,327,202202240CHI,1.1,2.1,3rd quarter,5:42.0,Ayo Dosunmu,CHI,True,3-pointer,23,71-67,'CHI',leads
328,328,328,202202240CHI,31.9,20.5,3rd quarter,5:11.0,Zach LaVine,CHI,False,2-pointer,19,71-69,'CHI',leads
329,329,329,202202240CHI,38.3,24.4,3rd quarter,4:38.0,Javonte Green,CHI,False,3-pointer,26,71-69,'CHI',leads
330,330,330,202202240CHI,1.5,12.8,3rd quarter,4:05.0,Zach LaVine,CHI,False,3-pointer,24,71-69,'CHI',leads
331,331,331,202202240CHI,25.5,3.6,3rd quarter,3:34.0,Zach LaVine,CHI,True,2-pointer,2,73-72,'CHI',leads
332,332,332,202202240CHI,12.2,14.8,3rd quarter,2:38.0,Zach LaVine,CHI,True,2-pointer,17,77-74,'CHI',leads
333,333,333,202202240CHI,23.4,21.6,3rd quarter,1:32.0,Zach LaVine,CHI,False,2-pointer,18,79-77,'CHI',leads
334,334,334,202202240CHI,22.8,9.6,3rd quarter,1:12.0,DeMar DeRozan,CHI,False,2-pointer,6,79-77,'CHI',leads
335,335,335,202202240CHI,1.5,2.1,3rd quarter,0:40.0,Derrick Jones,CHI,False,3-pointer,23,81-77,'CHI',leads
336,336,336,202202240CHI,0.7,6.2,3rd quarter,0:12.0,Troy Brown,CHI,False,3-pointer,24,82-79,'CHI',leads
337,337,337,202202240CHI,17.6,15.6,4th quarter,11:43.0,DeMar DeRozan,CHI,True,2-pointer,14,84-82,'CHI',leads
338,338,338,202202240CHI,13.8,21.6,4th quarter,10:51.0,DeMar DeRozan,CHI,True,2-pointer,21,86-86,'CHI',tied
339,339,339,202202240CHI,22.1,21.6,4th quarter,10:16.0,DeMar DeRozan,CHI,True,2-pointer,18,88-88,'CHI',tied
340,340,340,202202240CHI,24.2,4.7,4th quarter,9:27.0,Tristan Thompson,CHI,True,2-pointer,1,91-90,'CHI',leads
341,341,341,202202240CHI,21.3,19.3,4th quarter,9:03.0,Coby White,CHI,True,2-pointer,16,93-90,'CHI',leads
342,342,342,202202240CHI,24.8,29.5,4th quarter,8:29.0,Coby White,CHI,True,3-pointer,26,96-92,'CHI',leads
343,343,343,202202240CHI,32.6,6.3,4th quarter,7:42.0,Coby White,CHI,False,2-pointer,9,96-94,'CHI',leads
344,344,344,202202240CHI,22.2,31.3,4th quarter,7:23.0,Coby White,CHI,False,3-pointer,28,96-94,'CHI',leads
345,345,345,202202240CHI,26.0,4.1,4th quarter,6:59.0,Ayo Dosunmu,CHI,True,2-pointer,2,98-94,'CHI',leads
346,346,346,202202240CHI,40.6,9.3,4th quarter,6:27.0,Ayo Dosunmu,CHI,True,2-pointer,18,100-94,'CHI',leads
347,347,347,202202240CHI,22.9,4.1,4th quarter,5:51.0,Coby White,CHI,True,2-pointer,1,102-94,'CHI',leads
348,348,348,202202240CHI,16.3,6.9,4th quarter,5:07.0,Nikola Vučević,CHI,True,2-pointer,9,104-96,'CHI',leads
349,349,349,202202240CHI,34.1,2.9,4th quarter,4:23.0,Javonte Green,CHI,False,2-pointer,10,104-99,'CHI',leads
350,350,350,202202240CHI,41.1,2.1,4th quarter,4:18.0,Ayo Dosunmu,CHI,False,2-pointer,17,104-99,'CHI',leads
351,351,351,202202240CHI,19.2,28.5,4th quarter,3:03.0,Zach LaVine,CHI,False,3-pointer,26,104-103,'CHI',leads
352,352,352,202202240CHI,22.9,5.2,4th quarter,1:59.0,Zach LaVine,CHI,False,2-pointer,2,105-107,'CHI',trails
353,353,353,202202240CHI,19.7,10.0,4th quarter,1:35.0,Ayo Dosunmu,CHI,False,2-pointer,8,105-108,'CHI',trails
354,354,354,202202240CHI,24.0,3.3,4th quarter,1:34.0,Ayo Dosunmu,CHI,False,2-pointer,0,105-108,'CHI',trails
355,355,355,202202240CHI,16.1,20.0,4th quarter,0:46.0,DeMar DeRozan,CHI,True,2-pointer,19,107-108,'CHI',trails
356,356,356,202202240CHI,15.8,13.9,4th quarter,0:15.0,DeMar DeRozan,CHI,True,2-pointer,13,109-108,'CHI',leads
357,357,357,202202240DET,13.6,27.3,1st quarter,11:41.0,Lauri Markkanen,CLE,False,3-pointer,26,0-0,'DET',tied
358,358,358,202202240DET,29.2,11.0,1st quarter,11:03.0,Lauri Markkanen,CLE,False,2-pointer,9,0-0,'DET',tied
359,359,359,202202240DET,25.5,2.6,1st quarter,10:35.0,Lauri Markkanen,CLE,False,2-pointer,2,1-2,'DET',trails
360,360,360,202202240DET,22.8,2.5,1st quarter,10:01.0,Jarrett Allen,CLE,True,2-pointer,1,3-4,'DET',trails
361,361,361,202202240DET,24.4,5.6,1st quarter,9:24.0,Rajon Rondo,CLE,True,2-pointer,2,5-4,'DET',leads
362,362,362,202202240DET,1.0,3.3,1st quarter,8:29.0,Isaac Okoro,CLE,True,3-pointer,23,10-6,'DET',leads
363,363,363,202202240DET,29.3,28.6,1st quarter,6:54.0,Kevin Love,CLE,True,3-pointer,26,14-10,'DET',leads
364,364,364,202202240DET,15.8,27.6,1st quarter,6:21.0,Dean Wade,CLE,False,3-pointer,26,14-10,'DET',leads
365,365,365,202202240DET,22.4,6.9,1st quarter,5:46.0,Jarrett Allen,CLE,True,2-pointer,4,16-10,'DET',leads
366,366,366,202202240DET,23.2,4.7,1st quarter,5:29.0,Isaac Okoro,CLE,False,2-pointer,2,16-10,'DET',leads
367,367,367,202202240DET,38.0,28.3,1st quarter,5:25.0,Kevin Love,CLE,False,3-pointer,29,16-10,'DET',leads
368,368,368,202202240DET,22.1,3.8,1st quarter,5:21.0,Isaac Okoro,CLE,True,2-pointer,2,18-10,'DET',leads
369,369,369,202202240DET,23.2,5.3,1st quarter,5:01.0,Jarrett Allen,CLE,False,2-pointer,2,18-12,'DET',leads
370,370,370,202202240DET,9.8,27.8,1st quarter,3:41.0,Kevin Love,CLE,False,3-pointer,28,19-12,'DET',leads
371,371,371,202202240DET,28.6,29.4,1st quarter,2:40.0,Brandon Goodwin,CLE,True,3-pointer,27,22-17,'DET',leads
372,372,372,202202240DET,27.3,6.4,1st quarter,1:23.0,Dean Wade,CLE,False,2-pointer,5,25-22,'DET',leads
373,373,373,202202240DET,22.4,3.6,1st quarter,0:54.0,Dean Wade,CLE,True,2-pointer,2,27-22,'DET',leads
374,374,374,202202240DET,13.4,27.9,1st quarter,0:36.0,Cedi Osman,CLE,True,3-pointer,27,30-24,'DET',leads
375,375,375,202202240DET,16.1,28.7,1st quarter,0:03.0,Cedi Osman,CLE,True,3-pointer,27,33-24,'DET',leads
376,376,376,202202240DET,38.8,26.4,2nd quarter,10:47.0,Dean Wade,CLE,True,3-pointer,28,36-32,'DET',leads
377,377,377,202202240DET,26.5,6.2,2nd quarter,10:18.0,Brandon Goodwin,CLE,True,2-pointer,4,38-35,'DET',leads
378,378,378,202202240DET,19.5,28.7,2nd quarter,9:59.0,Brandon Goodwin,CLE,True,3-pointer,26,41-35,'DET',leads
379,379,379,202202240DET,35.8,27.6,2nd quarter,9:16.0,Dean Wade,CLE,False,3-pointer,27,41-35,'DET',leads
380,380,380,202202240DET,17.2,27.6,2nd quarter,8:45.0,Brandon Goodwin,CLE,False,3-pointer,25,41-35,'DET',leads
381,381,381,202202240DET,26.2,3.6,2nd quarter,7:09.0,Lauri Markkanen,CLE,False,2-pointer,2,43-39,'DET',leads
382,382,382,202202240DET,20.8,4.3,2nd quarter,7:01.0,Jarrett Allen,CLE,False,2-pointer,3,43-39,'DET',leads
383,383,383,202202240DET,21.5,3.0,2nd quarter,6:03.0,Rajon Rondo,CLE,True,2-pointer,3,46-41,'DET',leads
384,384,384,202202240DET,24.7,4.3,2nd quarter,5:43.0,Isaac Okoro,CLE,True,2-pointer,1,48-41,'DET',leads
385,385,385,202202240DET,23.8,4.5,2nd quarter,4:49.0,Lauri Markkanen,CLE,True,2-pointer,1,53-43,'DET',leads
386,386,386,202202240DET,37.4,10.3,2nd quarter,3:24.0,Lauri Markkanen,CLE,False,2-pointer,15,55-50,'DET',leads
387,387,387,202202240DET,24.2,7.6,2nd quarter,3:03.0,Kevin Love,CLE,False,2-pointer,4,55-50,'DET',leads
388,388,388,202202240DET,42.7,30.0,2nd quarter,2:00.0,Rajon Rondo,CLE,False,3-pointer,33,55-50,'DET',leads
389,389,389,202202240DET,45.8,19.2,2nd quarter,1:33.0,Dean Wade,CLE,False,3-pointer,27,55-50,'DET',leads
390,390,390,202202240DET,34.3,29.8,2nd quarter,1:05.0,Brandon Goodwin,CLE,False,3-pointer,28,55-52,'DET',leads
391,391,391,202202240DET,38.3,26.9,2nd quarter,0:41.0,Cedi Osman,CLE,False,3-pointer,28,55-52,'DET',leads
392,392,392,202202240DET,20.8,6.6,2nd quarter,0:07.0,Cedi Osman,CLE,False,2-pointer,5,55-52,'DET',leads
393,393,393,202202240DET,8.9,27.6,3rd quarter,11:35.0,Rajon Rondo,CLE,True,3-pointer,29,58-54,'DET',leads
394,394,394,202202240DET,21.8,3.7,3rd quarter,11:04.0,Evan Mobley,CLE,False,2-pointer,2,58-54,'DET',leads
395,395,395,202202240DET,7.9,4.8,3rd quarter,10:27.0,Evan Mobley,CLE,False,2-pointer,16,58-56,'DET',leads
396,396,396,202202240DET,18.2,5.6,3rd quarter,9:54.0,Jarrett Allen,CLE,True,2-pointer,6,60-58,'DET',leads
397,397,397,202202240DET,47.1,4.2,3rd quarter,9:21.0,Isaac Okoro,CLE,False,3-pointer,23,60-60,'DET',tied
398,398,398,202202240DET,10.6,31.3,3rd quarter,8:41.0,Rajon Rondo,CLE,True,3-pointer,31,63-60,'DET',leads
399,399,399,202202240DET,20.2,33.1,3rd quarter,7:53.0,Lauri Markkanen,CLE,False,3-pointer,30,63-62,'DET',leads
400,400,400,202202240DET,33.0,3.9,3rd quarter,7:18.0,Evan Mobley,CLE,False,2-pointer,9,63-65,'DET',trails
401,401,401,202202240DET,7.2,23.8,3rd quarter,7:12.0,Rajon Rondo,CLE,False,3-pointer,27,63-65,'DET',trails
402,402,402,202202240DET,24.8,3.3,3rd quarter,6:47.0,Lauri Markkanen,CLE,True,2-pointer,1,65-67,'DET',trails
403,403,403,202202240DET,23.5,7.0,3rd quarter,6:11.0,Evan Mobley,CLE,True,2-pointer,4,67-69,'DET',trails
404,404,404,202202240DET,5.3,29.8,3rd quarter,5:37.0,Rajon Rondo,CLE,False,3-pointer,32,67-72,'DET',trails
405,405,405,202202240DET,22.7,3.8,3rd quarter,5:16.0,Rajon Rondo,CLE,True,2-pointer,1,69-72,'DET',trails
406,406,406,202202240DET,25.9,6.8,3rd quarter,4:20.0,Jarrett Allen,CLE,True,2-pointer,4,71-73,'DET',trails
407,407,407,202202240DET,25.6,3.3,3rd quarter,4:00.0,Jarrett Allen,CLE,True,2-pointer,2,73-73,'DET',tied
408,408,408,202202240DET,25.4,3.7,3rd quarter,3:26.0,Brandon Goodwin,CLE,True,2-pointer,1,75-74,'DET',leads
409,409,409,202202240DET,25.7,4.7,3rd quarter,3:03.0,Evan Mobley,CLE,True,2-pointer,2,78-74,'DET',leads
